2q	Etiqueta 1	Etiqueta 2	Etiqueta 3	Resumen pregunta	Link etiqueta 2	keyword1	keyword2	keyword3	keyword4	keyword5	Pregunta	Respuesta	Fuente
107	Diabetes	Alimentacion y Diabetes	Comidas y Diabetes	Comer demasiados dulces causa diabetes.	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav	dulces					Comer demasiados dulces causa diabetes.	La respuesta no es tan simple. La causa de la diabetes de tipo 1 son factores genéticos y desconocidos que desencadenan el inicio de la enfermedad; la causa de la diabetes de tipo 2 son factores genéticos y de estilo de vida.El sobrepeso aumenta el riesgo de tener diabetes tipo 2, y una dieta rica en calorías de cualquier tipo produce un aumento de peso. Los estudios demuestran que tomar bebidas azucaradas está asociado con diabetes tipo 2.La Asociación Americana de la Diabetes recomienda que las personas limiten su consumo de bebidas azucaradas para ayudar a prevenir la diabetes.	diabetes.org
110	Diabetes	FARMACOS	Insulina								¿De cuántas unidades son las jeringas para poner insulina?	Jeringa de 30 unidades con escala de 1/2 en 1/2 unidad.,Jeringa de 50 unidades con escala de 1 en 1 unidad.,Jeringa de 100 unidades con escala de 2 en 2 unidades. Si su dosis es de 1 a 50 unidades use una jeringa con capacidad de 0,5 ml de 51 unidades a 100 unidades use una jeringa con capacidad de 1 ml. Si la dosis más grande está muy cerca de la dosis máxima de la jeringa, quizá desee comprar el siguiente tamaño de jeringa por si necesita incrementar o ajustar su dosis de insulina. Por ejemplo si su dosis es de 49 unidades y compra la jeringa de 0.5 ml, no podrá utilizarla si su médico le hace un ajuste a 51 unidades.	bd.com
111	Diabetes	Informacion General y Diabetes	g								¿Cómo saber si tengo resistencia periférica a la insulina?	La resistencia a la insulina o sindrome metabolico Se refiere a una inadecuada captación de la glucosa dependiente de insulina por parte de los tejidos, en especial del hígado, músculo y tejido adiposo. Con el tiempo, como resultado de esta alteración los niveles de glucosa en sangre aumentan (Hiperglucemia) y se acompañan de hiperinsulinemia por la sobreproducción pancreática de insulina, llevando al organismo al desarrollo de Diabetes mellitus tipo 2, y su diagnóstico puede efectuarse con mediciones de insulinemia y glicemia en ayuno o con la prueba de tolerancia oral a la glucosa con curva de insulinemia, evaluaciones de resistencia insulinica basada en ayuno.	diabetes.org
112	Diabetes	FARMACOS	Insulina								¿Es correcto que se recomiende Insulina a un paciente con diabetes tipo 2?	Se utiiliza en pacientes que con  la dieta, el ejercicio y otros medicamentos no pueden controlar el azúcar en sangre, o si no puede usar los medicamentos,  para ellos será necesario tomar insulina. Esto se conoce como terapia de insulina, que le será recetada por el profesional médico.	dtc.ucsf.edu
113	Diabetes	FARMACOS	Insulina								Si una persona no diabética se inyecta insulina, ¿qué le ocurre?	Ocurre lo mismo que en  paciente con diabetes, disminuye los niveles de azucar en la sangre, lo que ocurre que como una persona normal no se encuentra con un estado de exceso de azucar en la sangre, podra experimentar los efectos de la hipoglicemia de manera acelerada dependiendo de la dosis administrada, Fatiga o cansancio,Irritabilidad,Mucha hambre,Ansiedad,Confusión,Sudoración fría,Temblores en las manos, Cuando la glucosa (azúcar) en tu sangre baja a niveles exagerados, es peligroso porque puedes sufrir convulsiones y perder la conciencia (desmayarte). e incluso llegar al coma.	medlineplus.gov/
114	Diabetes	FARMACOS									¿Qué pasa si en un examen de sangre sale la insulina alta? Después de toma de insulina post-carga.	La resistencia a la insulina o sindrome metabolico Se refiere a una inadecuada captación de la glucosa dependiente de insulina por parte de los tejidos, en especial del hígado, músculo y tejido adiposo. Con el tiempo, como resultado de esta alteración los niveles de glucosa en sangre aumentan (Hiperglucemia) y se acompañan de hiperinsulinemia por la sobreproducción pancreática de insulina, llevando al organismo al desarrollo de Diabetes mellitus tipo 2, y su diagnóstico puede efectuarse con mediciones de insulinemia y glicemia en ayuno o con la prueba de tolerancia oral a la glucosa con curva de insulinemia, evaluaciones de resistencia insulinica basada en ayuno.	diabetes.org
115	Diabetes	FARMACOS	Insulina								que hago para la resistencia a la insulina	Bajar de Peso,Ejercicio físico Regular para mantener un peso corporal sano,Comiendo una dieta sana, y si eso no fuera necesario se pueden utilizar farmacos que ayuden a disminuir la resistencia.	http://www.nhs.uk/
116	Diabetes	Disfuncion Sexual				erección					¿Afecta la erección el que me salga la insulina alta (antes y después de comer)?	Si ya que los niveles alto de insulina persistente llevan a la hiperglicemia que puede terminar en una hiperglicemia lo que puede desencadenar en una diabetes. la diabetes es uno de los principales factores de riesgo de dificultades sexualesen los varones. Éstas suelen manifestarseen forma de disfunción eréctil, en la cual los hombres experimentan una incapacidad persistente de conseguir o mantener una erección suficiente para desarrollar la actividad sexual de manera satisfactoria	diabetes.org
117	Diabetes	Disfuncion Sexual			http://www.diabetes.org/es/vivir-con-diabetes/tratamiento-y-cuidado/la-salud-del-hombre/disfuncin-erctil.html						¿El tener la insulina alta influye en la erección masculina?	Si ya que los niveles alto de insulina persistente llevan a la hiperglicemia que puede terminar en una hiperglicemia lo que puede desencadenar en una diabetes. la diabetes es uno de los principales factores de riesgo de dificultades sexualesen los varones. Éstas suelen manifestarseen forma de disfunción eréctil, en la cual los hombres experimentan una incapacidad persistente de conseguir o mantener una erección suficiente para desarrollar la actividad sexual de manera satisfactoria	diabetes.org
118	Diabetes	Informacion General y Diabetes	Factores Hereditarios y Diabetes								¿La diabetes es genética?	A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4. 	diabetes.org
119	Diabetes	Informacion General y Diabetes	Clasificación de la Diabetes								¿Cuál es la diferencia entre una diabetes tipo 1 y tipo 2?	Diabetes tipo 1 conocida antes como diabetes juvenil.Generalmente es causada por una reacción autoinmune (reacción donde el propio cuerpo ataca las celulas)  en la que el sistema de defensa del cuerpo ataca las células que producen insulina (hormona que ayuda al buen uso de la glucosa), aun no se conoce las razones por las que ocurre.Diabetes tipo 2 conocida antes como diabetes no-insulino dependiente o diabetes del adulto, representa aproximadamente el 90% de los casos de diabetes, Se caracteriza por una resistencia a la insulina (hormona que ayuda al buen uso de la glucosa), por una relativa deficiencia de insulina o por ambas cosas a la vez.El diagnóstico de la diabetes tipo 2 puede ocurrir a cualquier edad. La diabetes tipo 2 puede permanecer sin ser detectada durante muchos años.está asociada con el sobrepeso o la obesidad	diabetes.org
120	Diabetes	Prevención y Diabetes	Tabaco y Diabetes	¿Fumar ocasionalmente me puede perjudicar con la diabetes?	http://www.diabetes.org/es/usted-corre-el-riesgo/?loc=atrisk-es-slabnav						¿Fumar ocasionalmente me puede perjudicar con la diabetes?	Estudios recientes han demostrado que,cuanto más fuma una persona, mayor,es su riesgo de desarrollar diabetes.  Se ha confirmado que fumar tabaco causa un aumento temporal,de los niveles de glucosa en sangre; la exposición crónica al humo del tabaco induce la alteración de la tolerancia a la glucosa. dejar de fumar normaliza la sensibilidad a la insulina. hubo un aumento del riesgode diabetes tipo 2 entre los fumadores: menos de 20 cigarrillos al día: 5% en varones y 0% en mujeres  entre 20 y 40 cigarrillos al día: 19% en varones y 21% en mujeres  más de 40 cigarrillos al día: 45% en varones y 74% en mujeres.	idf.org
121	Diabetes	Dental y Diabetes			http://www.diabetes.org/es/vivir-con-diabetes/tratamiento-y-cuidado/higiene-y-salud-bucal/?loc=lwd-es-slabnav?referrer=http://www.diabetes.org/es/informacion-basica-de-la-diabetes/diabetes-gestacional/?loc=db-es-slabnav	dentales					¿Es cierto que las personas con diabetes pueden tener más problemas dentales?	Si su nivel de glucosa en la sangre no está bien controlado, tendrá mayor probabilidad de tener una enfermedad avanzada en las encías y perder más dientes que las personas sin diabetes. Como con todas las infecciones, una enfermedad avanzada en las encías puede ser un factor que causa el aumento de la glucosa y dificulta el control de la diabetes.	diabetes.org
122	Diabetes	Complicaciones diabetes		¿en qué tiempo la diabetes mal controlada ejerce las complicaciones de vista, riñón, corazón y piernas?	http://www.diabetes.org/es/vivir-con-diabetes/complicaciones/						¿en qué tiempo la diabetes mal controlada ejerce las complicaciones de vista, riñón, corazón y piernas?	Muchas de las complicaciones de la diabetes no aparecen hasta después de muchos años, incluso décadas, de padecer esta enfermedad. Se suelen desarrollar silenciosamente y de forma gradual a lo largo del tiempo, lo que ocurre es que cuando son detectadas revertirlas puede ser muy dificil o en algunos casos no ser posible revertirlas, por loq eue simportante tratar de tener niveles adecuados de glicemia y por otro lado chequear las posibles complicaciones que apareceran para ser detectadas en estadios tempranos y evitar pmayores complicaciones	http://kidshealth.org/
123	Diabetes	Prevención y Diabetes	Factores que predisponen y Diabetes	Factores de riesgo de la Diabetes	http://www.diabetes.org/es/usted-corre-el-riesgo/?loc=atrisk-es-slabnav						¿Cuáles son los factores que intervienen en la aparición de la diabetes tipo 2?	Diabetes Tipo 1 todavía se están investigando. Sin embargo, tener un familiar con diabetes tipo 1 aumenta ligeramente el riesgo de desarrollar la enfermedad. Los factores medioambientales y la exposición a ciertas infecciones virales . Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional	idf.org
124	Diabetes	Prevención y Diabetes	Factores que predisponen y Diabetes	Factores de riesgo de la Diabetes	http://www.diabetes.org/es/usted-corre-el-riesgo/?loc=atrisk-es-slabnav	predisponen	predispone				Factores que predisponen a la diabetes	Diabetes Tipo 1 todavía se están investigando. Sin embargo, tener un familiar con diabetes tipo 1 aumenta ligeramente el riesgo de desarrollar la enfermedad. Los factores medioambientales y la exposición a ciertas infecciones virales . Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional	idf,org
134	Diabetes	Informacion General y Diabetes	g								¿Qué es la diabetes y qué tratamientos seguir?	Es una Enfermedad crónica que se produce cuando el organismo pierde su capacidad de producir suficiente insulina o de utilizarla correctamente. La insulina es una hormona que permite que la glucosa de los alimentos (los azucares) entre a las células del cuerpo, en donde se convierte en energía para el cuerpo. Al no absorber el cuerpo la glucosa queda circulando en la sangre , generando exceso de azucar en la sangre (hiperglucemia) y dañando el organismo con el paso del tiempo.	diabetes.org
